[2025-12-30T11:48:17.648+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2509, completion-tokens, 48, total-tokens, 2557, cost-ms, 2332, requestId, 4fa89818-c8c4-9031-9e6d-38a59fcbcad6, temperature, 0
[2025-12-30T15:42:19.314+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3292, completion-tokens, 90, total-tokens, 3382, cost-ms, 3226, requestId, 081337e9-c5b8-9730-ba28-87015463c9b2, temperature, 0
[2025-12-30T15:42:27.460+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3420, completion-tokens, 40, total-tokens, 3460, cost-ms, 2131, requestId, d34261ff-44ed-94d3-97e5-3655e7ee9f64, temperature, 0
[2025-12-30T15:42:31.173+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3498, completion-tokens, 95, total-tokens, 3593, cost-ms, 3060, requestId, 00bf227b-e4ea-9298-acf8-3b9b0e5ec249, temperature, 0
[2025-12-30T15:42:41.132+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3631, completion-tokens, 112, total-tokens, 3743, cost-ms, 4514, requestId, 8fd8c5f6-1a7b-95f3-88c5-63bc27588ebe, temperature, 0
[2025-12-30T15:42:48.390+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 94, total-tokens, 2608, cost-ms, 3547, requestId, 56aae2d2-2e64-9467-a6af-419dfe13d3e8, temperature, 0
[2025-12-30T15:42:56.265+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2512, completion-tokens, 94, total-tokens, 2606, cost-ms, 3665, requestId, e0041da0-c718-9079-8185-fd52c775710e, temperature, 0
[2025-12-30T15:43:03.306+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2903, completion-tokens, 94, total-tokens, 2997, cost-ms, 3721, requestId, f42736a0-6dc7-95c3-a1fb-2668431371d9, temperature, 0
[2025-12-30T15:43:09.712+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3035, completion-tokens, 33, total-tokens, 3068, cost-ms, 2024, requestId, 7e1c5fd1-eb56-928a-b975-bdae3779519e, temperature, 0
[2025-12-30T15:43:15.687+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3106, completion-tokens, 94, total-tokens, 3200, cost-ms, 3872, requestId, 0fb07408-bd30-95db-b8ad-94c0ae05cb75, temperature, 0
[2025-12-30T15:43:22.218+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3238, completion-tokens, 33, total-tokens, 3271, cost-ms, 2208, requestId, b5cd396f-5995-9eba-9ceb-77513aa2975e, temperature, 0
[2025-12-30T15:43:30.753+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3309, completion-tokens, 94, total-tokens, 3403, cost-ms, 6353, requestId, 59167a26-29ec-99fc-9879-904fece2f651, temperature, 0
[2025-12-30T15:43:38.318+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3441, completion-tokens, 93, total-tokens, 3534, cost-ms, 3521, requestId, ed694d1f-b919-97d1-b74b-79d0c47d83f1, temperature, 0
[2025-12-30T15:43:45.028+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3572, completion-tokens, 86, total-tokens, 3658, cost-ms, 3306, requestId, 82899b30-6530-95f6-9e2d-90e497f936fe, temperature, 0
[2025-12-30T15:43:52.555+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2509, completion-tokens, 88, total-tokens, 2597, cost-ms, 4199, requestId, 3408afaf-a31d-9750-b9b5-558c80c33857, temperature, 0
[2025-12-30T16:21:48.556+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 92, total-tokens, 2606, cost-ms, 4598, requestId, 7f34efde-0b7f-9b67-a7fc-54f52c7636e1, temperature, 0
[2025-12-30T16:21:56.211+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 899, completion-tokens, 72, total-tokens, 971, cost-ms, 3727, requestId, 1509b023-d4d1-928a-8694-be1822b9ccf3, temperature, 0
[2025-12-30T16:23:21.950+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 93, total-tokens, 2607, cost-ms, 3571, requestId, 94eddbf8-b49c-9993-90a4-be551c355ba4, temperature, 0
[2025-12-30T16:23:30.338+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 899, completion-tokens, 68, total-tokens, 967, cost-ms, 4415, requestId, 24ca4bf5-5e60-97a4-b1a8-1820922ea400, temperature, 0
[2025-12-30T16:24:36.658+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2515, completion-tokens, 93, total-tokens, 2608, cost-ms, 4721, requestId, 5adbee7a-c2ec-99a5-81f8-f54252bd44fb, temperature, 0
[2025-12-30T16:24:43.649+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 86, total-tokens, 2600, cost-ms, 3417, requestId, 1fdc380a-47fc-9117-bb2e-9d64ef060c0b, temperature, 0
[2025-12-30T16:24:48.940+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 899, completion-tokens, 60, total-tokens, 959, cost-ms, 2183, requestId, 542cc4ca-eb46-9745-97c3-2069fc098767, temperature, 0
[2025-12-30T16:26:45.680+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2515, completion-tokens, 92, total-tokens, 2607, cost-ms, 3908, requestId, fee2a683-7a13-9ea0-99c5-1ef939b59f99, temperature, 0
[2025-12-30T16:26:52.959+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2523, completion-tokens, 86, total-tokens, 2609, cost-ms, 3706, requestId, 7ff61050-6711-9bcb-abe8-87f9226f7dba, temperature, 0
[2025-12-30T16:26:58.617+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2906, completion-tokens, 86, total-tokens, 2992, cost-ms, 3486, requestId, 4a876f36-5f8c-947c-9c0a-0adf0983cccf, temperature, 0
[2025-12-30T16:27:04.439+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3030, completion-tokens, 84, total-tokens, 3114, cost-ms, 3307, requestId, 03349b42-1d38-91f3-99df-f0a784272e13, temperature, 0
[2025-12-30T16:27:10.052+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3152, completion-tokens, 70, total-tokens, 3222, cost-ms, 2998, requestId, 59d9afac-c3ef-9ffe-adca-80606aa33aaa, temperature, 0
[2025-12-30T16:27:16.990+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3260, completion-tokens, 70, total-tokens, 3330, cost-ms, 2941, requestId, 4d356467-a2bd-9545-96a7-4d0b4bad9ff3, temperature, 0
[2025-12-30T16:27:24.160+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3368, completion-tokens, 70, total-tokens, 3438, cost-ms, 3109, requestId, 2a191433-7348-95ce-88a8-0c7d0ce4f30f, temperature, 0
[2025-12-30T16:27:31.103+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3476, completion-tokens, 84, total-tokens, 3560, cost-ms, 2894, requestId, 57468525-fc3c-9a2a-bf01-617b569285dc, temperature, 0
[2025-12-30T16:27:37.848+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2517, completion-tokens, 89, total-tokens, 2606, cost-ms, 3567, requestId, 1c46dbce-d5d7-9626-b805-9b3fc7d4dae4, temperature, 0
[2025-12-30T16:27:45.028+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 899, completion-tokens, 73, total-tokens, 972, cost-ms, 2693, requestId, e4322740-c462-99fc-800b-03c926ce5a45, temperature, 0
[2025-12-30T16:27:49.575+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2513, completion-tokens, 84, total-tokens, 2597, cost-ms, 2708, requestId, c8342b6f-b7ea-948e-b30b-aff290ea2de2, temperature, 0
[2025-12-30T16:27:55.175+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2894, completion-tokens, 33, total-tokens, 2927, cost-ms, 1689, requestId, a198f0f1-8ce6-99d8-9b46-f549f9fbd947, temperature, 0
[2025-12-30T16:28:02.450+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 896, completion-tokens, 62, total-tokens, 958, cost-ms, 2840, requestId, 0886c6fe-2d6c-9a38-8c96-3e6a6c96050a, temperature, 0
[2025-12-30T16:28:09.182+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2519, completion-tokens, 114, total-tokens, 2633, cost-ms, 3654, requestId, c34be0b1-a6ae-9499-b09b-a18f303a80d9, temperature, 0
[2025-12-30T16:28:22.559+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2526, completion-tokens, 86, total-tokens, 2612, cost-ms, 3558, requestId, 47fbfa08-b064-969f-a785-5d3624d44690, temperature, 0
[2025-12-30T16:28:32.658+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2909, completion-tokens, 86, total-tokens, 2995, cost-ms, 5702, requestId, 4c3765b1-72d3-916d-aed9-457f5536a8a2, temperature, 0
[2025-12-30T16:28:39.674+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3033, completion-tokens, 32, total-tokens, 3065, cost-ms, 2690, requestId, d140bc3f-3a63-9a9a-ba1b-fa7012331ad2, temperature, 0
[2025-12-30T16:28:48.103+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 892, completion-tokens, 84, total-tokens, 976, cost-ms, 3967, requestId, a2ac4ff3-3b97-9669-a1a1-d514b6407c77, temperature, 0
[2025-12-30T16:38:10.507+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 93, total-tokens, 2607, cost-ms, 5531, requestId, 121a952f-25e5-91ce-a2c0-811990259e7b, temperature, 0
[2025-12-30T16:38:18.055+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2523, completion-tokens, 86, total-tokens, 2609, cost-ms, 3962, requestId, 0572bd88-46b2-9347-b001-72758c23a771, temperature, 0
[2025-12-30T16:38:23.551+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2906, completion-tokens, 86, total-tokens, 2992, cost-ms, 3309, requestId, 7534774b-4d1e-9d72-974b-0fc60caf0a43, temperature, 0
[2025-12-30T16:38:29.280+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3030, completion-tokens, 84, total-tokens, 3114, cost-ms, 3266, requestId, 152a9e73-7cb9-9261-bb4c-03579a08d59e, temperature, 0
[2025-12-30T16:38:34.460+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3152, completion-tokens, 70, total-tokens, 3222, cost-ms, 2587, requestId, 39e9af83-45a3-9d84-a8da-249f3659cd1d, temperature, 0
[2025-12-30T16:38:41.229+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3260, completion-tokens, 70, total-tokens, 3330, cost-ms, 2747, requestId, d2c52400-d155-9ba8-b763-a497022ca4b7, temperature, 0
[2025-12-30T16:38:48.024+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3368, completion-tokens, 70, total-tokens, 3438, cost-ms, 2800, requestId, b6a9ab87-c7ee-99ff-8a0e-547faba648cf, temperature, 0
[2025-12-30T16:38:56.904+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3476, completion-tokens, 84, total-tokens, 3560, cost-ms, 4834, requestId, bf021255-7f1b-917d-a1a3-20155ce607b5, temperature, 0
[2025-12-30T16:39:02.823+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2517, completion-tokens, 89, total-tokens, 2606, cost-ms, 2724, requestId, aecd2903-0995-9f97-b22e-f17121fe198c, temperature, 0
[2025-12-30T16:39:10.687+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 899, completion-tokens, 73, total-tokens, 972, cost-ms, 3400, requestId, 8a05492e-ef90-9d4b-986e-ecec0233edda, temperature, 0
[2025-12-30T16:39:16.527+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2513, completion-tokens, 84, total-tokens, 2597, cost-ms, 4099, requestId, d4f86bc7-e592-9874-8464-6382437e0e72, temperature, 0
[2025-12-30T16:39:22.044+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2894, completion-tokens, 33, total-tokens, 2927, cost-ms, 1862, requestId, a58c554e-f113-9307-bc56-34a6195e4d89, temperature, 0
[2025-12-30T16:39:29.112+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 896, completion-tokens, 63, total-tokens, 959, cost-ms, 2611, requestId, ae1fed06-cb50-9523-ae83-b6b86a988fe4, temperature, 0
[2025-12-30T16:39:35.995+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2519, completion-tokens, 114, total-tokens, 2633, cost-ms, 3940, requestId, 0dc0711d-eb1d-9dc9-8a8f-bbea44eb8989, temperature, 0
[2025-12-30T16:39:49.648+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2531, completion-tokens, 86, total-tokens, 2617, cost-ms, 3677, requestId, 5419dae6-7c30-98e0-9af3-b53fbc0f9e09, temperature, 0
[2025-12-30T16:39:57.126+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2914, completion-tokens, 86, total-tokens, 3000, cost-ms, 3089, requestId, dbbca990-3ce1-927e-926d-5ab9b9cc8d32, temperature, 0
[2025-12-30T16:40:03.566+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3038, completion-tokens, 32, total-tokens, 3070, cost-ms, 2025, requestId, aa3fb9b2-e72b-912c-a7c7-433b13a630c0, temperature, 0
[2025-12-30T16:40:08.966+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3108, completion-tokens, 33, total-tokens, 3141, cost-ms, 2340, requestId, 81afa0f3-fb38-931d-82ec-817de02eba4c, temperature, 0
[2025-12-30T16:40:13.584+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3179, completion-tokens, 30, total-tokens, 3209, cost-ms, 1564, requestId, 7b157c71-d5d2-9d4c-8b96-139e97d07fd2, temperature, 0
[2025-12-30T16:40:20.999+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 892, completion-tokens, 85, total-tokens, 977, cost-ms, 2935, requestId, f5d685dc-626f-9860-8ef0-7c6f7e2b44a8, temperature, 0
[2025-12-30T16:42:01.319+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 93, total-tokens, 2607, cost-ms, 3607, requestId, 6c87c915-a727-972d-9844-794c360836b8, temperature, 0
[2025-12-30T16:42:08.574+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2523, completion-tokens, 86, total-tokens, 2609, cost-ms, 3800, requestId, fd2a1fe4-8957-9958-a526-718aff4c5140, temperature, 0
[2025-12-30T16:42:13.815+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2906, completion-tokens, 86, total-tokens, 2992, cost-ms, 3078, requestId, 5f8dfed3-4a7c-9aa5-90ad-3ce8848dc439, temperature, 0
[2025-12-30T16:42:20.980+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3030, completion-tokens, 84, total-tokens, 3114, cost-ms, 4374, requestId, 2f6bb15d-f2c2-93d7-b67d-6463f69b8c5f, temperature, 0
[2025-12-30T16:42:26.231+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3152, completion-tokens, 70, total-tokens, 3222, cost-ms, 2585, requestId, 67ad1567-4e1b-9616-aeab-8607f5882315, temperature, 0
[2025-12-30T16:42:33.037+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3260, completion-tokens, 70, total-tokens, 3330, cost-ms, 2806, requestId, 4bd00bf8-6460-95f8-b395-e86476e97afc, temperature, 0
[2025-12-30T16:42:40.500+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3368, completion-tokens, 70, total-tokens, 3438, cost-ms, 3413, requestId, 9ead3650-587e-9984-ace8-f3e26aeb4a9e, temperature, 0
[2025-12-30T16:42:48.450+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3476, completion-tokens, 84, total-tokens, 3560, cost-ms, 3837, requestId, 9793750f-7782-95ef-aa04-5fdfc8841a84, temperature, 0
[2025-12-30T16:42:55.286+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2517, completion-tokens, 89, total-tokens, 2606, cost-ms, 3464, requestId, 3a56a8af-6edb-982c-a5e6-6dacc5ab909e, temperature, 0
[2025-12-30T16:43:02.881+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 899, completion-tokens, 74, total-tokens, 973, cost-ms, 3000, requestId, 99bf36b8-fb65-99d2-8ad3-8d68f746be2a, temperature, 0
[2025-12-30T16:43:07.925+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2513, completion-tokens, 84, total-tokens, 2597, cost-ms, 3244, requestId, f0f3607e-a35e-9a57-bb58-8813b0d29e83, temperature, 0
[2025-12-30T16:43:13.270+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2894, completion-tokens, 33, total-tokens, 2927, cost-ms, 1633, requestId, 03dc72c1-1d93-9e6f-baf1-049af19cf7af, temperature, 0
[2025-12-30T16:43:20.252+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 896, completion-tokens, 62, total-tokens, 958, cost-ms, 2550, requestId, 0906a177-7f21-9d3b-8ba4-2773d5646027, temperature, 0
[2025-12-30T16:43:27.897+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2537, completion-tokens, 114, total-tokens, 2651, cost-ms, 4595, requestId, 59caeaa9-aebc-9dda-a0b1-35e47523cfc2, temperature, 0
[2025-12-30T16:43:40.894+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2948, completion-tokens, 104, total-tokens, 3052, cost-ms, 4611, requestId, 3054d9d2-6e2a-9abf-ad1e-9b70edad7943, temperature, 0
[2025-12-30T16:43:50.599+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3090, completion-tokens, 81, total-tokens, 3171, cost-ms, 3316, requestId, a4b48895-b3d5-950e-9422-396fb2dbefba, temperature, 0
[2025-12-30T16:43:58.216+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3209, completion-tokens, 86, total-tokens, 3295, cost-ms, 3232, requestId, 6cb97233-9eec-96cd-8b31-aaa82aaf3d74, temperature, 0
[2025-12-30T16:44:06.006+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3333, completion-tokens, 32, total-tokens, 3365, cost-ms, 2027, requestId, 42f0728a-8f74-94a2-ae7f-7bcf7961dde5, temperature, 0
[2025-12-30T16:44:14.266+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 892, completion-tokens, 81, total-tokens, 973, cost-ms, 3836, requestId, dde70926-56c8-94e3-abb7-1e9ace16c2ba, temperature, 0
[2025-12-30T16:49:28.633+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 93, total-tokens, 2607, cost-ms, 3499, requestId, 3387aed6-da9a-9312-8b00-da9bc23ffa4a, temperature, 0
[2025-12-30T16:49:35.256+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2523, completion-tokens, 86, total-tokens, 2609, cost-ms, 3098, requestId, 3663d487-5cd9-931d-a90f-36152fe34bce, temperature, 0
[2025-12-30T16:49:41.413+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2906, completion-tokens, 86, total-tokens, 2992, cost-ms, 3960, requestId, f7cfe23a-e535-979d-84d3-5177b33961cb, temperature, 0
[2025-12-30T16:49:47.007+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3030, completion-tokens, 84, total-tokens, 3114, cost-ms, 3116, requestId, 5c34b64b-b236-978c-aadb-b2a836b6de3b, temperature, 0
[2025-12-30T16:49:52.931+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3152, completion-tokens, 70, total-tokens, 3222, cost-ms, 3199, requestId, 2dcd3003-0ec1-9ced-a305-b912fbf1a643, temperature, 0
[2025-12-30T16:50:44.979+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 93, total-tokens, 2607, cost-ms, 3552, requestId, 6328e9ad-a509-9172-a236-822c109ab880, temperature, 0
[2025-12-30T16:50:51.886+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2523, completion-tokens, 86, total-tokens, 2609, cost-ms, 3345, requestId, 1e230166-09dd-90bc-bceb-6431b42419b6, temperature, 0
[2025-12-30T16:50:57.661+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2906, completion-tokens, 86, total-tokens, 2992, cost-ms, 3594, requestId, 9f5b1623-aec9-91e2-a1db-f5732c1fad8d, temperature, 0
